order_id,order_date,customer_id,product_id,store_id,campaign_id,sales_channel,quantity,unit_price,discount_pct,gross_sales,net_sales,total_cost,shipping_fee,payment_method
O12712,2023-07-18,CU0462,P014,S001,C000,Store,1,52.2,0.1,58,52.2,21,0,Apple Pay
O12713,2023-11-01,CU0468,P005,S008,C103,Online,2,134.1,0.1,298,268.2,132,8.74,Debit
O12714,2025-07-11,CU0657,P006,S008,C000,Online,1,95.2,0.2,119,95.2,52,11.07,Debit
O12715,2025-11-03,CU0208,P001,S006,C000,Store,2,129,0,258,258,112,0,Credit Card
O12716,2023-12-27,CU0046,P015,S005,C000,Store,2,33.15,0.15,78,66.3,26,0,Debit
O12717,2024-01-15,CU0493,P015,S008,C000,Online,2,39,0,78,78,26,8.4,PayPal
O12718,2024-01-27,CU0710,P009,S003,C000,Store,2,21.6,0.1,48,43.2,16,0,Debit
O12719,2023-03-09,CU0377,P002,S007,C000,Store,1,59.2,0.2,74,59.2,28,0,Credit Card
O12720,2024-10-28,CU0529,P001,S008,C000,Online,2,122.55,0.05,258,245.1,112,5.46,Credit Card
O12721,2025-02-01,CU0292,P015,S008,C000,Online,2,39,0,78,78,26,9.7,Credit Card
O12722,2024-01-28,CU0508,P002,S001,C000,Store,1,70.3,0.05,74,70.3,28,0,PayPal
O12723,2024-08-16,CU0428,P004,S008,C000,Online,1,87.4,0.05,92,87.4,38,8.3,Debit
O12724,2025-09-18,CU0175,P014,S006,C000,Store,2,58,0,116,116,42,0,Credit Card
O12725,2024-01-21,CU0310,P007,S006,C000,Store,2,124.2,0.1,276,248.4,122,0,Credit Card
O12726,2024-11-06,CU0597,P011,S002,C000,Store,2,159.6,0.05,336,319.2,148,0,Credit Card
O12727,2025-02-03,CU0624,P017,S008,C301,Online,1,100.8,0.1,112,100.8,48,5.2,Credit Card
O12728,2023-12-09,CU0647,P015,S008,C103,Online,2,37.05,0.05,78,74.1,26,4.63,Debit
O12729,2024-10-16,CU0234,P007,S004,C000,Store,2,131.1,0.05,276,262.2,122,0,Debit
O12730,2024-03-28,CU0053,P007,S006,C000,Store,2,124.2,0.1,276,248.4,122,0,Debit
O12731,2024-10-13,CU0711,P004,S008,C000,Online,2,92,0,184,184,76,8.17,Debit
O12732,2023-01-19,CU0628,P012,S003,C000,Store,2,111.6,0.1,248,223.2,98,0,Credit Card
O12733,2025-04-15,CU0303,P002,S002,C000,Store,1,66.6,0.1,74,66.6,28,0,Credit Card
O12734,2023-03-02,CU0595,P005,S008,C000,Online,1,149,0,149,149,66,7.69,Credit Card
O12735,2025-12-17,CU0130,P013,S008,C000,Online,2,138.7,0.05,292,277.4,126,3.56,Apple Pay
O12736,2025-05-07,CU0499,P007,S002,C000,Click & Collect,2,138,0,276,276,122,0,Credit Card
O12737,2023-09-06,CU0175,P008,S002,C000,Store,2,30.6,0.1,68,61.2,24,0,Gift Card
O12738,2023-01-19,CU0707,P009,S002,C000,Store,2,22.8,0.05,48,45.6,16,0,PayPal
O12739,2023-12-17,CU0536,P003,S002,C000,Click & Collect,2,88,0,176,176,68,0,Credit Card
O12740,2025-11-09,CU0217,P015,S001,C000,Store,2,33.15,0.15,78,66.3,26,0,Apple Pay
O12741,2024-07-21,CU0607,P001,S005,C000,Store,2,129,0,258,258,112,0,Apple Pay
O12742,2023-03-17,CU0424,P004,S008,C101,Online,1,92,0,92,92,38,4.96,Credit Card
O12743,2024-05-22,CU0542,P015,S008,C202,Online,2,39,0,78,78,26,6.21,Apple Pay
O12744,2024-06-17,CU0112,P012,S008,C000,Online,2,124,0,248,248,98,5.7,Apple Pay
O12745,2023-11-30,CU0336,P016,S006,C000,Store,2,246.05,0.05,518,492.1,264,0,PayPal
O12746,2024-11-16,CU0096,P018,S006,C000,Store,1,79,0,79,79,31,0,Credit Card
O12747,2023-03-23,CU0161,P011,S001,C101,Associate Order,2,168,0,336,336,148,0,Debit
O12748,2024-04-29,CU0504,P013,S002,C000,Store,2,131.4,0.1,292,262.8,126,0,Debit
O12749,2024-05-24,CU0624,P012,S008,C000,Online,1,117.8,0.05,124,117.8,49,5.5,Credit Card
O12750,2024-10-17,CU0366,P002,S004,C000,Click & Collect,1,74,0,74,74,28,0,Credit Card
O12751,2025-12-09,CU0277,P001,S007,C000,Store,2,129,0,258,258,112,0,Credit Card
O12752,2024-12-05,CU0286,P009,S006,C204,Store,3,22.8,0.05,72,68.4,24,0,Credit Card
O12753,2025-08-18,CU0342,P003,S005,C000,Store,1,88,0,88,88,34,0,Debit
O12754,2023-06-15,CU0479,P017,S007,C000,Store,1,112,0,112,112,48,0,Credit Card
O12755,2024-01-16,CU0485,P008,S008,C000,Online,3,34,0,102,102,36,4.31,Credit Card
O12756,2024-09-21,CU0225,P005,S006,C203,Store,1,149,0,149,149,66,0,Credit Card
O12757,2023-02-23,CU0112,P018,S005,C000,Store,1,79,0,79,79,31,0,Apple Pay
O12758,2024-03-01,CU0264,P017,S006,C000,Associate Order,1,112,0,112,112,48,0,Gift Card
O12759,2023-11-13,CU0472,P004,S004,C103,Click & Collect,2,92,0,184,184,76,0,Debit
O12760,2023-01-12,CU0428,P005,S008,C000,Online,1,141.55,0.05,149,141.55,66,7.34,Apple Pay
O12761,2024-09-13,CU0683,P002,S007,C203,Store,2,70.3,0.05,148,140.6,56,0,Debit
O12762,2024-07-14,CU0675,P007,S008,C000,Online,2,138,0,276,276,122,7.16,Credit Card
O12763,2023-09-16,CU0622,P008,S001,C000,Store,4,34,0,136,136,48,0,PayPal
O12764,2024-11-15,CU0676,P015,S001,C000,Store,2,39,0,78,78,26,0,Credit Card
O12765,2024-07-30,CU0685,P018,S004,C000,Click & Collect,1,63.2,0.2,79,63.2,31,0,Debit
O12766,2023-05-14,CU0401,P011,S008,C000,Online,1,168,0,168,168,74,9.05,PayPal
O12767,2023-01-09,CU0232,P004,S008,C000,Online,1,92,0,92,92,38,5.17,Credit Card
O12768,2023-05-06,CU0600,P011,S008,C000,Online,2,168,0,336,336,148,9.53,PayPal
O12769,2024-12-08,CU0364,P015,S006,C204,Store,2,39,0,78,78,26,0,Apple Pay
O12770,2025-06-13,CU0516,P003,S008,C303,Online,1,88,0,88,88,34,11.59,Apple Pay
O12771,2024-11-02,CU0509,P003,S004,C204,Click & Collect,2,88,0,176,176,68,0,Debit
O12772,2024-05-18,CU0564,P012,S004,C202,Click & Collect,1,117.8,0.05,124,117.8,49,0,Credit Card
O12773,2023-07-24,CU0158,P002,S006,C102,Store,1,62.9,0.15,74,62.9,28,0,Credit Card
O12774,2024-12-01,CU0405,P018,S006,C204,Store,2,79,0,158,158,62,0,Credit Card
O12775,2023-12-11,CU0473,P018,S008,C000,Online,2,79,0,158,158,62,9.71,PayPal
O12776,2024-01-31,CU0014,P014,S002,C000,Store,2,58,0,116,116,42,0,Credit Card
O12777,2023-02-20,CU0170,P009,S001,C000,Store,3,21.6,0.1,72,64.8,24,0,Credit Card
O12778,2025-10-11,CU0184,P013,S008,C000,Online,2,124.1,0.15,292,248.2,126,10.07,Debit
O12779,2024-11-12,CU0246,P001,S001,C204,Store,2,122.55,0.05,258,245.1,112,0,Credit Card
O12780,2023-02-27,CU0182,P003,S001,C000,Store,1,74.8,0.15,88,74.8,34,0,Credit Card
O12781,2023-05-21,CU0312,P014,S001,C000,Store,2,58,0,116,116,42,0,Debit
O12782,2024-05-15,CU0642,P006,S008,C202,Online,2,119,0,238,238,104,4.64,Credit Card
O12783,2025-02-26,CU0003,P008,S008,C000,Online,3,34,0,102,102,36,8.05,Debit
O12784,2024-05-24,CU0667,P005,S006,C202,Store,1,149,0,149,149,66,0,Credit Card
O12785,2024-06-19,CU0344,P009,S006,C000,Store,2,24,0,48,48,16,0,Credit Card
O12786,2025-04-05,CU0286,P013,S001,C302,Store,1,124.1,0.15,146,124.1,63,0,Credit Card
O12787,2024-04-29,CU0697,P015,S006,C000,Store,1,35.1,0.1,39,35.1,13,0,Credit Card
O12788,2025-11-16,CU0354,P014,S008,C000,Online,2,58,0,116,116,42,7.15,Credit Card
O12789,2024-08-17,CU0001,P003,S008,C203,Online,1,88,0,88,88,34,9.96,Credit Card
O12790,2023-10-14,CU0483,P002,S007,C000,Store,2,74,0,148,148,56,0,Debit
O12791,2024-11-01,CU0422,P007,S008,C204,Online,3,124.2,0.1,414,372.6,183,7.64,Debit
O12792,2024-10-23,CU0414,P005,S001,C000,Associate Order,1,134.1,0.1,149,134.1,66,0,Credit Card
O12793,2024-06-03,CU0289,P013,S004,C202,Store,2,124.1,0.15,292,248.2,126,0,Debit
O12794,2024-08-14,CU0535,P002,S008,C000,Online,2,70.3,0.05,148,140.6,56,3.57,PayPal
O12795,2024-03-19,CU0300,P005,S008,C000,Online,2,126.65,0.15,298,253.3,132,7.05,Debit
O12796,2024-04-05,CU0253,P003,S008,C000,Online,1,88,0,88,88,34,5.81,Credit Card
O12797,2025-10-03,CU0191,P011,S001,C000,Store,2,142.8,0.15,336,285.6,148,0,Debit
O12798,2024-03-15,CU0173,P011,S007,C000,Click & Collect,1,159.6,0.05,168,159.6,74,0,PayPal
O12799,2024-12-10,CU0193,P018,S008,C000,Online,2,71.1,0.1,158,142.2,62,8.4,Debit
O12800,2025-12-21,CU0572,P012,S005,C000,Store,1,117.8,0.05,124,117.8,49,0,Debit
O12801,2024-01-12,CU0008,P003,S002,C000,Store,2,83.6,0.05,176,167.2,68,0,Debit
O12802,2025-11-08,CU0622,P005,S005,C000,Store,2,104.3,0.3,298,208.6,132,0,PayPal
O12803,2024-04-20,CU0591,P009,S008,C000,Online,2,22.8,0.05,48,45.6,16,6.86,Apple Pay
O12804,2024-07-13,CU0452,P001,S003,C000,Store,1,129,0,129,129,56,0,Credit Card
O12805,2025-05-24,CU0074,P012,S004,C000,Store,1,99.2,0.2,124,99.2,49,0,PayPal
O12806,2025-12-28,CU0438,P014,S005,C000,Store,2,55.1,0.05,116,110.2,42,0,Credit Card
O12807,2023-07-02,CU0708,P014,S005,C102,Store,1,49.3,0.15,58,49.3,21,0,Apple Pay
O12808,2024-08-17,CU0305,P011,S001,C203,Store,1,168,0,168,168,74,0,Credit Card
O12809,2024-11-03,CU0510,P007,S002,C204,Click & Collect,2,124.2,0.1,276,248.4,122,0,Debit
O12810,2024-07-20,CU0283,P001,S008,C000,Online,1,129,0,129,129,56,6.24,Apple Pay
O12811,2023-03-26,CU0291,P010,S002,C000,Click & Collect,3,29,0,87,87,27,0,Debit
O12812,2025-10-30,CU0542,P009,S008,C000,Online,3,24,0,72,72,24,8.78,Credit Card
O12813,2023-01-11,CU0384,P002,S006,C000,Store,1,51.8,0.3,74,51.8,28,0,Credit Card
O12814,2024-03-01,CU0065,P017,S006,C000,Store,1,89.6,0.2,112,89.6,48,0,Credit Card
O12815,2024-06-26,CU0203,P004,S005,C202,Click & Collect,2,92,0,184,184,76,0,PayPal
O12816,2023-12-18,CU0597,P011,S006,C000,Store,2,168,0,336,336,148,0,Credit Card
O12817,2025-03-21,CU0620,P003,S004,C000,Click & Collect,1,70.4,0.2,88,70.4,34,0,Credit Card
O12818,2025-11-14,CU0101,P007,S007,C000,Store,3,138,0,414,414,183,0,Debit
O12819,2025-02-20,CU0354,P013,S003,C000,Click & Collect,1,131.4,0.1,146,131.4,63,0,Apple Pay
O12820,2024-01-03,CU0691,P002,S002,C000,Associate Order,2,74,0,148,148,56,0,Credit Card
O12821,2025-08-08,CU0576,P003,S008,C000,Online,2,70.4,0.2,176,140.8,68,9.25,PayPal
O12822,2024-09-08,CU0637,P013,S006,C000,Store,1,124.1,0.15,146,124.1,63,0,Debit
O12823,2025-03-10,CU0269,P008,S008,C302,Online,2,32.3,0.05,68,64.6,24,6.87,Credit Card
O12824,2023-10-13,CU0435,P008,S002,C000,Store,2,34,0,68,68,24,0,Credit Card
O12825,2023-05-02,CU0635,P008,S006,C000,Store,3,34,0,102,102,36,0,Credit Card
O12826,2023-03-25,CU0639,P001,S001,C000,Store,1,122.55,0.05,129,122.55,56,0,Credit Card
O12827,2023-09-10,CU0682,P009,S004,C000,Store,3,24,0,72,72,24,0,Credit Card
O12828,2023-11-01,CU0410,P011,S007,C000,Store,2,168,0,336,336,148,0,Gift Card
O12829,2024-09-06,CU0625,P013,S005,C203,Click & Collect,2,146,0,292,292,126,0,Credit Card
O12830,2025-04-15,CU0380,P018,S001,C302,Store,2,71.1,0.1,158,142.2,62,0,PayPal
O12831,2024-02-10,CU0684,P012,S002,C000,Store,1,124,0,124,124,49,0,Apple Pay
O12832,2024-12-21,CU0368,P016,S003,C000,Store,2,233.1,0.1,518,466.2,264,0,Credit Card
O12833,2025-04-23,CU0175,P007,S002,C302,Store,2,138,0,276,276,122,0,Credit Card
O12834,2023-02-24,CU0468,P009,S007,C000,Store,3,19.2,0.2,72,57.6,24,0,Debit
O12835,2023-04-27,CU0228,P008,S001,C000,Store,3,28.9,0.15,102,86.7,36,0,PayPal
O12836,2023-01-01,CU0550,P004,S006,C000,Store,1,78.2,0.15,92,78.2,38,0,PayPal
O12837,2024-08-28,CU0430,P013,S002,C203,Store,2,146,0,292,292,126,0,Gift Card
O12838,2024-05-08,CU0485,P010,S002,C000,Store,3,26.1,0.1,87,78.3,27,0,PayPal
O12839,2024-08-28,CU0610,P015,S003,C000,Store,2,39,0,78,78,26,0,Credit Card
O12840,2024-02-07,CU0279,P012,S006,C000,Store,2,117.8,0.05,248,235.6,98,0,Credit Card
O12841,2023-03-05,CU0505,P013,S003,C101,Click & Collect,2,146,0,292,292,126,0,Credit Card
O12842,2024-12-30,CU0305,P010,S007,C204,Store,4,27.55,0.05,116,110.2,36,0,Credit Card
O12843,2024-04-17,CU0500,P018,S003,C000,Store,1,79,0,79,79,31,0,Credit Card
O12844,2023-10-27,CU0205,P018,S005,C000,Store,2,79,0,158,158,62,0,Credit Card
O12845,2023-04-09,CU0674,P012,S003,C101,Store,2,117.8,0.05,248,235.6,98,0,Credit Card
O12846,2023-05-07,CU0112,P006,S004,C000,Store,2,107.1,0.1,238,214.2,104,0,PayPal
O12847,2025-09-01,CU0663,P017,S002,C000,Store,2,89.6,0.2,224,179.2,96,0,Debit
O12848,2024-10-07,CU0411,P016,S008,C000,Online,2,259,0,518,518,264,4.66,Credit Card
O12849,2024-04-26,CU0240,P013,S006,C000,Store,2,146,0,292,292,126,0,Credit Card
O12850,2023-06-25,CU0474,P005,S002,C102,Store,1,149,0,149,149,66,0,Gift Card
O12851,2024-10-21,CU0187,P011,S003,C000,Store,1,151.2,0.1,168,151.2,74,0,Apple Pay
O12852,2024-10-21,CU0038,P003,S007,C000,Click & Collect,1,61.6,0.3,88,61.6,34,0,Apple Pay
O12853,2023-10-03,CU0512,P013,S006,C000,Store,2,146,0,292,292,126,0,Debit
O12854,2024-11-25,CU0705,P011,S006,C204,Store,2,159.6,0.05,336,319.2,148,0,Credit Card
O12855,2024-03-29,CU0016,P009,S004,C000,Store,3,22.8,0.05,72,68.4,24,0,PayPal
O12856,2025-01-10,CU0151,P002,S003,C000,Store,2,66.6,0.1,148,133.2,56,0,Credit Card
O12857,2023-11-14,CU0249,P004,S004,C103,Store,2,82.8,0.1,184,165.6,76,0,Apple Pay
O12858,2023-05-18,CU0327,P014,S003,C000,Store,2,58,0,116,116,42,0,PayPal
O12859,2023-03-16,CU0210,P012,S006,C101,Associate Order,1,124,0,124,124,49,0,Credit Card
O12860,2024-01-07,CU0245,P018,S008,C000,Online,2,75.05,0.05,158,150.1,62,4.94,Apple Pay
O12861,2023-08-05,CU0450,P010,S006,C000,Store,2,29,0,58,58,18,0,Apple Pay
O12862,2025-01-05,CU0287,P011,S008,C301,Online,1,134.4,0.2,168,134.4,74,4.98,Debit
O12863,2025-07-29,CU0032,P012,S001,C000,Store,2,117.8,0.05,248,235.6,98,0,Credit Card
O12864,2023-10-28,CU0647,P004,S008,C000,Online,2,82.8,0.1,184,165.6,76,7.45,Apple Pay
O12865,2023-04-12,CU0334,P011,S002,C000,Store,1,168,0,168,168,74,0,Gift Card
O12866,2025-05-29,CU0524,P004,S007,C000,Associate Order,2,92,0,184,184,76,0,Credit Card
O12867,2024-07-24,CU0520,P016,S008,C000,Online,1,259,0,259,259,132,2.35,Debit
O12868,2024-11-28,CU0595,P009,S003,C204,Store,2,24,0,48,48,16,0,Debit
O12869,2023-09-28,CU0452,P018,S001,C000,Store,1,63.2,0.2,79,63.2,31,0,Credit Card
O12870,2024-03-14,CU0707,P002,S004,C000,Store,2,59.2,0.2,148,118.4,56,0,Credit Card
O12871,2023-04-06,CU0510,P008,S002,C000,Store,3,32.3,0.05,102,96.9,36,0,Debit
O12872,2023-03-07,CU0379,P017,S008,C101,Online,1,112,0,112,112,48,5.98,Credit Card
O12873,2023-06-05,CU0497,P015,S008,C102,Online,1,37.05,0.05,39,37.05,13,5.46,Credit Card
O12874,2024-09-28,CU0683,P010,S001,C000,Store,2,29,0,58,58,18,0,Credit Card
O12875,2024-05-16,CU0663,P014,S007,C000,Store,1,46.4,0.2,58,46.4,21,0,Debit
O12876,2023-02-28,CU0010,P018,S008,C000,Online,1,79,0,79,79,31,3.61,Credit Card
O12877,2025-08-13,CU0377,P008,S003,C000,Store,3,34,0,102,102,36,0,Credit Card
O12878,2023-09-08,CU0339,P016,S007,C000,Store,1,259,0,259,259,132,0,Credit Card
O12879,2025-10-28,CU0159,P010,S008,C000,Online,3,29,0,87,87,27,9.66,Credit Card
O12880,2023-06-06,CU0340,P001,S008,C102,Online,1,116.1,0.1,129,116.1,56,4.22,Credit Card
O12881,2024-10-02,CU0173,P016,S005,C000,Store,1,207.2,0.2,259,207.2,132,0,PayPal
O12882,2025-05-26,CU0556,P002,S002,C000,Store,2,51.8,0.3,148,103.6,56,0,Credit Card
O12883,2023-08-05,CU0380,P010,S003,C000,Store,4,24.65,0.15,116,98.6,36,0,Gift Card
O12884,2025-05-09,CU0477,P004,S003,C000,Store,2,92,0,184,184,76,0,Credit Card
O12885,2023-05-10,CU0466,P017,S001,C000,Store,2,106.4,0.05,224,212.8,96,0,Debit
O12886,2024-03-20,CU0158,P004,S006,C000,Store,2,87.4,0.05,184,174.8,76,0,Debit
O12887,2025-09-10,CU0584,P015,S001,C000,Click & Collect,2,39,0,78,78,26,0,Credit Card
O12888,2025-08-25,CU0402,P015,S008,C000,Online,2,37.05,0.05,78,74.1,26,10.27,Credit Card
O12889,2024-03-05,CU0472,P018,S007,C000,Store,2,79,0,158,158,62,0,Credit Card
O12890,2023-12-14,CU0277,P018,S004,C000,Store,2,79,0,158,158,62,0,Credit Card
O12891,2025-02-18,CU0036,P003,S007,C000,Associate Order,1,79.2,0.1,88,79.2,34,0,Credit Card
O12892,2023-06-22,CU0601,P009,S007,C102,Store,3,24,0,72,72,24,0,Credit Card
O12893,2025-01-22,CU0341,P010,S006,C301,Store,2,24.65,0.15,58,49.3,18,0,Debit
O12894,2023-08-28,CU0153,P010,S004,C000,Store,2,26.1,0.1,58,52.2,18,0,Gift Card
O12895,2023-01-21,CU0482,P012,S004,C000,Store,2,86.8,0.3,248,173.6,98,0,Credit Card
O12896,2024-12-13,CU0531,P011,S001,C204,Store,2,168,0,336,336,148,0,Debit
O12897,2023-05-16,CU0305,P002,S008,C000,Online,2,74,0,148,148,56,7.71,Apple Pay
O12898,2024-04-03,CU0708,P011,S003,C000,Store,1,151.2,0.1,168,151.2,74,0,Gift Card
O12899,2023-10-17,CU0580,P018,S008,C000,Online,2,75.05,0.05,158,150.1,62,10.17,Credit Card
O12900,2024-09-08,CU0227,P003,S001,C000,Store,2,61.6,0.3,176,123.2,68,0,Credit Card
O12901,2023-12-17,CU0042,P012,S001,C000,Store,2,99.2,0.2,248,198.4,98,0,Debit
O12902,2024-03-03,CU0040,P011,S005,C000,Store,2,134.4,0.2,336,268.8,148,0,PayPal
O12903,2025-02-16,CU0409,P004,S003,C000,Store,2,87.4,0.05,184,174.8,76,0,Credit Card
O12904,2024-02-01,CU0368,P011,S008,C201,Online,1,151.2,0.1,168,151.2,74,4.76,Credit Card
O12905,2024-10-10,CU0661,P017,S005,C000,Associate Order,1,112,0,112,112,48,0,Credit Card
O12906,2025-08-01,CU0653,P013,S003,C000,Click & Collect,1,138.7,0.05,146,138.7,63,0,PayPal
O12907,2024-06-09,CU0351,P012,S002,C202,Store,2,99.2,0.2,248,198.4,98,0,Credit Card
O12908,2025-09-30,CU0189,P002,S008,C000,Online,2,66.6,0.1,148,133.2,56,5.94,Apple Pay
O12909,2024-08-24,CU0319,P005,S004,C203,Store,1,141.55,0.05,149,141.55,66,0,Credit Card
O12910,2025-07-14,CU0523,P010,S008,C303,Online,3,29,0,87,87,27,5.12,Credit Card
O12911,2023-05-14,CU0335,P006,S002,C000,Click & Collect,3,119,0,357,357,156,0,Credit Card
O12912,2025-03-06,CU0575,P002,S007,C000,Store,1,74,0,74,74,28,0,Credit Card
O12913,2025-11-11,CU0373,P015,S008,C000,Online,2,37.05,0.05,78,74.1,26,4.39,Credit Card
O12914,2024-02-06,CU0241,P001,S001,C000,Store,2,129,0,258,258,112,0,Credit Card
O12915,2024-12-07,CU0048,P010,S007,C204,Associate Order,4,23.2,0.2,116,92.8,36,0,Gift Card
O12916,2023-08-31,CU0434,P016,S005,C000,Click & Collect,1,259,0,259,259,132,0,Debit
O12917,2023-01-11,CU0014,P016,S008,C000,Online,2,259,0,518,518,264,5.83,Credit Card
O12918,2025-08-21,CU0467,P004,S001,C000,Store,1,92,0,92,92,38,0,Debit
O12919,2025-11-03,CU0615,P010,S008,C000,Online,3,29,0,87,87,27,4.63,Credit Card
O12920,2025-05-12,CU0369,P012,S005,C000,Store,1,117.8,0.05,124,117.8,49,0,Apple Pay
O12921,2025-07-30,CU0099,P016,S008,C000,Online,2,246.05,0.05,518,492.1,264,10.07,Credit Card
O12922,2025-02-03,CU0591,P005,S008,C000,Online,2,134.1,0.1,298,268.2,132,7.37,Credit Card
O12923,2025-11-17,CU0035,P014,S007,C000,Store,2,58,0,116,116,42,0,Debit
O12924,2024-07-28,CU0518,P006,S003,C000,Associate Order,2,113.05,0.05,238,226.1,104,0,Credit Card
O12925,2025-09-01,CU0604,P018,S001,C000,Store,2,71.1,0.1,158,142.2,62,0,Credit Card
O12926,2023-09-11,CU0358,P003,S008,C000,Online,2,88,0,176,176,68,2.6,Apple Pay
O12927,2024-02-26,CU0499,P013,S001,C000,Click & Collect,2,138.7,0.05,292,277.4,126,0,Credit Card
O12928,2024-06-06,CU0078,P010,S006,C000,Store,2,29,0,58,58,18,0,Credit Card
O12929,2025-09-03,CU0184,P013,S008,C000,Online,1,131.4,0.1,146,131.4,63,7.98,Debit
O12930,2024-10-22,CU0641,P010,S005,C000,Store,3,26.1,0.1,87,78.3,27,0,Apple Pay
O12931,2024-09-22,CU0533,P004,S003,C203,Store,2,92,0,184,184,76,0,Credit Card
O12932,2025-12-04,CU0142,P010,S002,C000,Store,3,29,0,87,87,27,0,Credit Card
O12933,2024-04-02,CU0392,P013,S005,C000,Associate Order,1,138.7,0.05,146,138.7,63,0,Credit Card
O12934,2024-08-22,CU0130,P007,S008,C000,Online,2,131.1,0.05,276,262.2,122,3.56,Gift Card
O12935,2024-11-04,CU0284,P009,S008,C204,Online,3,22.8,0.05,72,68.4,24,8.62,Debit
O12936,2023-03-04,CU0707,P013,S008,C101,Online,1,146,0,146,146,63,4.24,Debit
O12937,2025-08-01,CU0154,P011,S004,C000,Store,1,168,0,168,168,74,0,Credit Card
O12938,2024-05-14,CU0461,P011,S004,C000,Click & Collect,1,168,0,168,168,74,0,Credit Card
O12939,2023-06-26,CU0223,P003,S002,C102,Store,2,61.6,0.3,176,123.2,68,0,Credit Card
O12940,2024-09-27,CU0144,P016,S004,C000,Store,2,259,0,518,518,264,0,Debit
O12941,2024-09-23,CU0381,P011,S008,C000,Online,1,151.2,0.1,168,151.2,74,6.7,Credit Card
O12942,2023-12-17,CU0097,P008,S008,C103,Online,2,27.2,0.2,68,54.4,24,7.93,Apple Pay
O12943,2024-04-11,CU0313,P010,S006,C000,Store,2,27.55,0.05,58,55.1,18,0,Credit Card
O12944,2023-04-05,CU0242,P018,S001,C000,Store,2,63.2,0.2,158,126.4,62,0,Debit
O12945,2025-04-14,CU0382,P007,S004,C000,Click & Collect,3,131.1,0.05,414,393.3,183,0,Credit Card
O12946,2023-12-09,CU0616,P002,S006,C000,Click & Collect,2,74,0,148,148,56,0,Credit Card
O12947,2025-10-20,CU0220,P004,S004,C000,Store,1,92,0,92,92,38,0,Debit
O12948,2023-03-17,CU0086,P010,S005,C000,Store,2,29,0,58,58,18,0,Apple Pay
O12949,2023-05-15,CU0262,P004,S008,C000,Online,2,82.8,0.1,184,165.6,76,3.51,Credit Card
O12950,2023-12-11,CU0601,P018,S007,C103,Store,2,71.1,0.1,158,142.2,62,0,PayPal
O12951,2025-08-16,CU0401,P005,S003,C000,Click & Collect,1,141.55,0.05,149,141.55,66,0,Gift Card
O12952,2023-07-12,CU0008,P011,S003,C000,Click & Collect,2,151.2,0.1,336,302.4,148,0,Debit
O12953,2023-01-25,CU0237,P016,S003,C000,Store,1,246.05,0.05,259,246.05,132,0,Credit Card
O12954,2024-02-06,CU0227,P003,S004,C201,Store,1,88,0,88,88,34,0,Credit Card
O12955,2025-05-13,CU0340,P003,S004,C000,Store,1,88,0,88,88,34,0,PayPal
O12956,2025-06-02,CU0133,P009,S001,C303,Click & Collect,2,24,0,48,48,16,0,Credit Card
O12957,2023-10-09,CU0622,P012,S002,C000,Store,1,124,0,124,124,49,0,Credit Card
O12958,2024-01-07,CU0221,P015,S006,C000,Store,1,39,0,39,39,13,0,Credit Card
O12959,2024-06-12,CU0081,P015,S005,C000,Store,1,39,0,39,39,13,0,Debit
O12960,2023-10-04,CU0466,P002,S004,C000,Click & Collect,2,62.9,0.15,148,125.8,56,0,Apple Pay
O12961,2025-01-22,CU0425,P011,S001,C000,Store,1,168,0,168,168,74,0,Credit Card
O12962,2023-03-24,CU0677,P012,S008,C000,Online,1,124,0,124,124,49,7.67,Credit Card
O12963,2023-04-08,CU0656,P015,S008,C101,Online,2,37.05,0.05,78,74.1,26,5.4,Credit Card
O12964,2025-01-29,CU0542,P008,S001,C301,Click & Collect,3,32.3,0.05,102,96.9,36,0,Credit Card
O12965,2025-03-29,CU0185,P003,S002,C000,Associate Order,1,61.6,0.3,88,61.6,34,0,Credit Card
O12966,2025-06-21,CU0010,P004,S003,C303,Store,2,87.4,0.05,184,174.8,76,0,Apple Pay
O12967,2025-02-13,CU0608,P007,S008,C301,Online,3,138,0,414,414,183,4.72,Gift Card
O12968,2025-02-15,CU0142,P005,S004,C000,Store,2,134.1,0.1,298,268.2,132,0,Credit Card
O12969,2024-06-18,CU0179,P013,S002,C000,Associate Order,1,138.7,0.05,146,138.7,63,0,Apple Pay
O12970,2023-12-18,CU0620,P017,S008,C103,Online,2,100.8,0.1,224,201.6,96,3.23,Debit
O12971,2023-12-20,CU0648,P011,S002,C103,Associate Order,2,151.2,0.1,336,302.4,148,0,Apple Pay
O12972,2025-06-16,CU0539,P018,S006,C303,Store,2,71.1,0.1,158,142.2,62,0,Apple Pay
O12973,2025-08-08,CU0367,P015,S001,C000,Click & Collect,1,39,0,39,39,13,0,Credit Card
O12974,2023-11-29,CU0218,P016,S008,C000,Online,2,246.05,0.05,518,492.1,264,6.11,Credit Card
O12975,2023-10-17,CU0473,P001,S008,C000,Online,2,109.65,0.15,258,219.3,112,12.08,Credit Card
O12976,2025-01-28,CU0599,P017,S004,C301,Store,2,112,0,224,224,96,0,Credit Card
O12977,2023-08-05,CU0040,P005,S008,C000,Online,1,134.1,0.1,149,134.1,66,5.16,Debit
O12978,2025-07-22,CU0208,P005,S008,C000,Online,2,126.65,0.15,298,253.3,132,5.1,Credit Card
